,year,country,5G,Cable Terrestrial,Commercial partnership,Data centre,Facial recognition,Investment or joint venture,Investor,Manufacturing facility,MoU-agreement,Overseas Office,R&D lab,Research partnership,Satellite calibration centre,Smart cities,Subsidiary,Surveillance equipment,Telecommunications or ICT,Training,Artificial Intelligence,Biotech,Chinese state loan,Surveillance,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2smgovfilcap,v2smgovfilcap_ord,v2smgovfilprc,v2smgovfilprc_ord,v2smgovshutcap,v2smgovshutcap_ord,v2smgovshut,v2smgovsm_ord,v2smgovsmmon,v2smgovsmmon_ord,v2smgovsmcenprc,v2smgovsmcenprc_ord,v2smarrest,v2smarrest_ord,e_fh_cl,e_fh_pr,e_fh_rol,e_wbgi_cce,e_wbgi_gee,e_wbgi_pve,e_autoc,e_democ,e_p_polity,e_gdp,force_count,peaceful_count,intervention_count
393,2012,TZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491,0.414,0.314,0.78,2.0,1.101,3.0,1.157,4.0,0.766,4.0,0.691,3.0,0.806,4.0,-0.555,1.0,3.0,3.0,11.0,-0.765,-0.703,0.051,3.0,2.0,-1.0,10377.92,2.0,18.0,8.0
394,2012,UA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.481,0.267,0.278,-0.925,1.0,1.327,4.0,-1.148,1.0,1.916,4.0,1.948,4.0,0.823,4.0,1.713,3.0,3.0,4.0,7.0,-1.118,-0.593,-0.092,0.0,6.0,6.0,47523.403,0.0,0.0,0.0
395,2012,UG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332,0.258,0.241,1.003,3.0,-0.317,3.0,0.176,3.0,-0.317,3.0,-1.418,1.0,-0.249,3.0,-1.382,1.0,4.0,5.0,6.0,-1.002,-0.601,-0.869,2.0,1.0,-1.0,6924.839,0.0,33.0,19.0
396,2012,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.898,0.844,0.652,0.76,2.0,1.615,4.0,-0.335,3.0,1.946,4.0,0.239,3.0,0.752,4.0,2.264,3.0,1.0,1.0,14.0,1.403,1.521,0.632,0.0,10.0,10.0,1809540.079,0.0,0.0,0.0
397,2012,UY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.908,0.833,0.76,1.777,3.0,1.664,4.0,2.202,4.0,1.236,4.0,1.773,4.0,2.027,4.0,2.44,3.0,1.0,1.0,15.0,1.378,0.41,0.709,0.0,10.0,10.0,6752.809,0.0,0.0,0.0
398,2012,UZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162,0.036,0.038,1.212,3.0,-2.483,0.0,1.726,4.0,-1.461,2.0,-1.845,1.0,-1.803,2.0,-1.679,1.0,7.0,7.0,0.0,-1.311,-0.914,-0.519,9.0,0.0,-9.0,25350.035,0.0,0.0,0.0
399,2012,VE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.411,0.15,0.284,0.647,2.0,-0.968,2.0,1.326,4.0,-0.44,3.0,-1.142,1.0,-0.012,3.0,0.344,2.0,5.0,5.0,4.0,-1.258,-1.079,-1.027,4.0,1.0,-3.0,44865.55,0.0,0.0,0.0
400,2012,VN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149,0.114,0.168,0.857,2.0,-1.841,1.0,0.473,4.0,0.542,3.0,-0.886,2.0,-1.393,2.0,-1.337,1.0,5.0,7.0,4.0,-0.532,-0.259,0.267,7.0,0.0,-7.0,47150.448,0.0,16.0,5.0
402,2012,ZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.773,0.66,0.514,0.331,2.0,0.664,3.0,-0.059,3.0,0.113,4.0,0.914,3.0,2.016,4.0,1.615,3.0,2.0,2.0,10.0,-0.184,0.171,-0.025,0.0,9.0,9.0,64679.203,1.0,432.0,26.0
403,2012,ZM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.522,0.433,0.33,-0.475,1.0,1.04,3.0,-0.143,3.0,1.366,4.0,-0.307,2.0,0.705,4.0,-0.453,1.0,4.0,3.0,8.0,-0.291,-0.511,0.661,0.0,7.0,7.0,4459.683,0.0,12.0,6.0
404,2012,ZW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263,0.202,0.201,1.044,3.0,-0.158,3.0,1.017,4.0,-0.376,3.0,-1.547,1.0,-0.578,3.0,-2.034,0.0,6.0,6.0,1.0,-1.382,-1.375,-0.779,2.0,3.0,1.0,3742.71,1.0,27.0,15.0
405,2013,AE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.087,0.028,1.181,3.0,-3.068,0.0,-0.007,3.0,-0.892,1.0,-2.108,1.0,-2.332,1.0,-1.823,0.0,6.0,6.0,3.0,1.274,1.171,0.895,8.0,0.0,-8.0,60999.076,0.0,0.0,0.0
406,2013,AF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378,0.233,0.158,-0.436,1.0,-0.403,2.0,-1.172,1.0,0.273,3.0,0.526,3.0,0.658,4.0,0.898,2.0,6.0,6.0,2.0,-1.446,-1.401,-2.519,-66.0,-66.0,-66.0,5976.67,0.0,0.0,0.0
407,2013,AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355,0.211,0.192,-0.465,1.0,0.709,3.0,0.577,4.0,1.989,4.0,1.006,3.0,1.127,4.0,1.227,2.0,4.0,5.0,6.0,-0.53,0.085,0.11,0.0,5.0,5.0,3016.795,0.0,0.0,0.0
408,2013,AO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309,0.13,0.076,0.225,2.0,0.701,3.0,0.172,3.0,0.406,4.0,-0.403,2.0,1.056,4.0,0.428,2.0,5.0,6.0,4.0,-1.337,-1.247,-0.391,4.0,2.0,-2.0,16607.162,2.0,2.0,7.0
409,2013,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788,0.609,0.533,-0.294,2.0,2.157,4.0,-0.98,2.0,1.926,4.0,1.118,3.0,1.881,4.0,2.265,3.0,2.0,2.0,11.0,-0.434,-0.254,0.065,0.0,8.0,8.0,77886.474,0.0,0.0,0.0
410,2013,AT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.869,0.797,0.657,-0.609,1.0,1.966,4.0,-1.321,1.0,1.759,4.0,2.335,4.0,2.049,4.0,2.57,3.0,1.0,1.0,15.0,1.537,1.572,1.364,0.0,10.0,10.0,38934.224,0.0,0.0,0.0
411,2013,AU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.877,0.838,0.61,0.498,2.0,2.137,4.0,-0.215,3.0,1.869,4.0,1.531,4.0,1.571,4.0,1.501,3.0,1.0,1.0,15.0,1.778,1.633,1.031,0.0,10.0,10.0,115698.167,0.0,0.0,0.0
412,2013,BA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.573,0.395,0.337,-1.505,1.0,1.894,4.0,-1.021,2.0,1.825,4.0,1.724,4.0,0.736,4.0,1.038,2.0,3.0,3.0,10.0,-0.244,-0.427,-0.405,-66.0,-66.0,-66.0,3751.628,0.0,0.0,0.0
414,2013,BD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377,0.145,0.162,1.682,3.0,-1.022,2.0,1.598,4.0,-1.406,2.0,-1.81,1.0,-2.133,2.0,-2.11,0.0,4.0,3.0,6.0,-0.894,-0.795,-1.628,1.0,5.0,4.0,49400.971,28.0,279.0,43.0
415,2013,BE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.896,0.834,0.643,0.239,2.0,2.601,4.0,-0.81,2.0,1.903,4.0,1.155,3.0,1.551,4.0,2.677,3.0,1.0,1.0,15.0,1.604,1.702,0.94,0.0,8.0,8.0,47795.49,0.0,0.0,0.0
416,2013,BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.662,0.553,0.468,-0.179,2.0,2.066,4.0,-1.226,1.0,1.899,4.0,1.057,3.0,1.416,4.0,1.668,3.0,2.0,2.0,11.0,-0.328,-0.016,0.171,0.0,9.0,9.0,12382.892,0.0,0.0,0.0
417,2013,BH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163,0.045,0.046,1.481,3.0,-1.952,1.0,1.402,4.0,-1.2,4.0,-2.926,0.0,-1.006,3.0,-2.606,0.0,6.0,6.0,1.0,0.426,0.585,-1.335,10.0,0.0,-10.0,4515.257,0.0,0.0,0.0
418,2013,BI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282,0.106,0.205,-0.913,1.0,-0.45,2.0,-1.093,1.0,0.658,3.0,-0.675,2.0,-0.588,3.0,-1.791,1.0,5.0,5.0,4.0,-1.426,-1.072,-1.35,1.0,7.0,6.0,795.163,0.0,0.0,0.0
419,2013,BJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.612,0.498,0.392,-0.271,2.0,2.159,4.0,1.701,4.0,2.004,4.0,0.754,3.0,1.792,4.0,0.942,2.0,2.0,2.0,12.0,-0.745,-0.512,0.301,0.0,7.0,7.0,2500.022,0.0,6.0,1.0
420,2013,BO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666,0.405,0.522,-1.189,1.0,1.263,4.0,-0.619,2.0,1.246,4.0,1.536,4.0,1.593,4.0,1.056,2.0,3.0,3.0,6.0,-0.588,-0.38,-0.329,0.0,7.0,7.0,5790.996,0.0,0.0,0.0
421,2013,BR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.877,0.791,0.633,-0.621,1.0,1.619,4.0,-1.53,1.0,1.638,4.0,1.227,3.0,1.663,4.0,2.463,3.0,2.0,2.0,10.0,-0.098,-0.127,-0.259,0.0,8.0,8.0,276871.271,0.0,0.0,0.0
422,2013,BW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.616,0.467,0.437,2.0,2.048,4.0,-0.257,3.0,0.923,4.0,1.548,4.0,1.948,4.0,1.517,3.0,2.0,3.0,12.0,0.893,0.378,1.102,0.0,8.0,8.0,3035.187,0.0,0.0,0.0
423,2013,BY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.101,0.084,1.712,3.0,0.108,3.0,1.329,4.0,1.673,4.0,-1.193,1.0,1.581,4.0,0.55,2.0,6.0,7.0,1.0,-0.405,-0.956,0.006,7.0,0.0,-7.0,20313.924,0.0,0.0,0.0
424,2013,CA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.739,0.557,-0.107,2.0,2.061,4.0,-1.259,1.0,1.848,4.0,1.391,3.0,1.044,4.0,2.443,3.0,1.0,1.0,15.0,1.879,1.781,1.061,0.0,10.0,10.0,165667.649,0.0,0.0,0.0
425,2013,CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.152,0.117,-1.452,1.0,0.961,3.0,0.795,4.0,0.84,4.0,1.655,4.0,1.126,4.0,-0.658,1.0,7.0,7.0,0.0,-1.096,-1.63,-2.155,-77.0,-77.0,-77.0,371.043,2.0,16.0,2.0
426,2013,CH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.911,0.867,0.814,-0.897,1.0,2.355,4.0,-3.084,0.0,1.769,4.0,1.994,4.0,1.959,4.0,2.405,3.0,1.0,1.0,15.0,2.125,1.817,1.401,0.0,10.0,10.0,46429.621,0.0,0.0,0.0
427,2013,CI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.464,0.325,0.309,1.398,3.0,0.768,3.0,1.527,4.0,1.641,4.0,-0.522,2.0,1.096,4.0,-0.863,1.0,4.0,5.0,5.0,-0.74,-0.938,-1.049,1.0,5.0,4.0,6913.092,1.0,15.0,4.0
428,2013,CL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895,0.851,0.584,1.573,3.0,1.782,4.0,-0.818,2.0,1.893,4.0,1.685,4.0,2.027,4.0,2.059,3.0,1.0,1.0,14.0,1.499,1.165,0.364,0.0,10.0,10.0,41273.76,0.0,0.0,0.0
429,2013,CM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.148,0.172,0.509,2.0,0.935,3.0,0.852,4.0,0.246,3.0,-0.605,2.0,-0.874,3.0,-0.82,1.0,6.0,6.0,2.0,-1.218,-0.923,-0.532,5.0,1.0,-4.0,6278.698,0.0,2.0,2.0
430,2013,CN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.049,0.046,1.891,3.0,-2.557,0.0,1.629,4.0,-0.972,2.0,-3.169,0.0,-2.241,2.0,-1.827,0.0,6.0,7.0,2.0,-0.356,-0.02,-0.544,7.0,0.0,-7.0,1758258.459,0.0,0.0,0.0
431,2013,CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.662,0.537,0.44,-0.15,2.0,1.162,4.0,-1.013,2.0,1.881,4.0,-0.428,2.0,0.675,4.0,1.305,3.0,4.0,3.0,7.0,-0.441,0.055,-1.292,0.0,7.0,7.0,62441.374,0.0,0.0,0.0
432,2013,CR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.857,0.693,-1.357,1.0,1.192,4.0,-0.73,2.0,1.83,4.0,2.387,4.0,1.091,4.0,1.887,3.0,1.0,1.0,13.0,0.578,0.456,0.678,0.0,10.0,10.0,7368.064,0.0,0.0,0.0
433,2013,CV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.804,0.723,0.495,-1.151,1.0,1.619,4.0,-1.301,1.0,0.706,4.0,2.127,4.0,1.15,4.0,1.898,3.0,1.0,1.0,14.0,0.852,0.042,0.778,0.0,10.0,10.0,319.419,0.0,0.0,0.0
434,2013,CY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.845,0.731,0.575,-1.744,1.0,2.067,4.0,-1.671,1.0,1.922,4.0,2.084,4.0,2.089,4.0,2.709,3.0,1.0,1.0,15.0,1.239,1.36,0.563,0.0,10.0,10.0,2822.908,0.0,0.0,0.0
435,2013,CZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.876,0.793,0.599,-1.74,1.0,1.918,4.0,-2.585,0.0,1.849,4.0,1.866,4.0,2.211,4.0,2.555,3.0,1.0,1.0,14.0,0.299,0.921,1.085,0.0,9.0,9.0,33134.169,0.0,0.0,0.0
436,2013,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895,0.856,0.649,0.428,2.0,1.301,4.0,-0.182,3.0,1.844,4.0,0.705,3.0,0.937,4.0,2.107,3.0,1.0,1.0,15.0,1.798,1.511,0.928,0.0,10.0,10.0,362740.252,0.0,0.0,0.0
437,2013,DJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,0.118,0.137,-1.049,1.0,-0.982,2.0,-0.618,2.0,-0.736,3.0,-1.257,1.0,-1.506,2.0,-1.277,1.0,5.0,6.0,4.0,-0.55,-0.981,-0.102,0.0,3.0,3.0,364.102,0.0,2.0,1.0
438,2013,DK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923,0.897,0.711,-0.799,1.0,2.365,4.0,0.918,4.0,1.8,4.0,2.072,4.0,1.633,4.0,2.571,3.0,1.0,1.0,15.0,2.399,1.944,0.959,0.0,10.0,10.0,25837.146,0.0,0.0,0.0
439,2013,DZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327,0.171,0.127,1.429,3.0,-1.11,2.0,2.105,4.0,-0.856,3.0,-1.659,1.0,-0.719,3.0,-1.028,1.0,5.0,6.0,5.0,-0.473,-0.429,-1.202,1.0,3.0,2.0,49195.1,3.0,89.0,13.0
440,2013,EC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.272,0.374,-0.604,1.0,-1.138,2.0,-0.969,2.0,0.778,4.0,-0.942,2.0,-1.214,2.0,-0.26,1.0,3.0,3.0,6.0,-0.503,-0.447,-0.179,1.0,6.0,5.0,16946.742,0.0,0.0,0.0
441,2013,EG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186,0.093,0.077,1.469,3.0,-1.059,2.0,-0.087,3.0,0.936,3.0,-1.597,1.0,-1.521,2.0,-1.94,0.0,5.0,6.0,4.0,-0.614,-0.783,-1.639,4.0,0.0,-4.0,78151.233,29.0,986.0,121.0
442,2013,ER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.006,0.009,-1.408,1.0,-1.893,1.0,1.148,4.0,-2.629,2.0,-1.815,1.0,-2.372,1.0,-2.991,0.0,7.0,7.0,0.0,-0.909,-1.547,-0.772,7.0,0.0,-7.0,6907.401,0.0,0.0,0.0
443,2013,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.782,0.624,0.96,3.0,1.999,4.0,0.784,4.0,2.002,4.0,2.342,4.0,1.419,4.0,1.452,3.0,1.0,1.0,15.0,0.927,1.168,0.012,0.0,10.0,10.0,155686.841,0.0,0.0,0.0
444,2013,ET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.224,0.105,0.09,-0.212,2.0,-2.22,1.0,1.868,4.0,-1.505,2.0,-0.856,2.0,-1.491,2.0,-1.501,1.0,6.0,6.0,3.0,-0.502,-0.618,-1.407,4.0,1.0,-3.0,14060.43,1.0,9.0,5.0
445,2013,FI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.885,0.848,0.624,-1.083,1.0,2.292,4.0,-1.03,2.0,1.732,4.0,1.337,3.0,1.888,4.0,2.523,3.0,1.0,1.0,16.0,2.2,2.181,1.385,0.0,10.0,10.0,21875.249,0.0,0.0,0.0
446,2013,FJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.116,0.087,-0.492,1.0,0.864,3.0,-1.489,1.0,0.488,4.0,-0.876,2.0,0.259,3.0,0.381,2.0,4.0,6.0,6.0,0.196,-1.03,-0.051,4.0,0.0,-4.0,791.092,0.0,0.0,0.0
447,2013,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895,0.826,0.652,1.202,3.0,1.232,4.0,-0.68,2.0,1.194,4.0,1.287,3.0,0.826,4.0,1.221,2.0,1.0,1.0,15.0,1.304,1.482,0.449,0.0,10.0,10.0,266596.468,0.0,0.0,0.0
448,2013,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.867,0.802,0.642,0.656,2.0,2.03,4.0,-0.99,2.0,1.766,4.0,1.016,3.0,0.99,4.0,0.959,2.0,1.0,1.0,15.0,1.719,1.513,0.486,0.0,10.0,10.0,258102.15,0.0,0.0,0.0
449,2013,GE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619,0.456,0.404,-0.577,1.0,2.13,4.0,-0.75,2.0,1.957,4.0,1.367,3.0,1.819,4.0,2.181,3.0,3.0,3.0,8.0,0.464,0.616,-0.441,1.0,8.0,7.0,4311.095,0.0,0.0,0.0
450,2013,GH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.751,0.635,0.382,1.347,3.0,1.664,4.0,-0.268,3.0,1.336,4.0,1.63,4.0,1.946,4.0,1.574,3.0,2.0,1.0,12.0,-0.097,-0.137,0.061,0.0,8.0,8.0,13494.78,0.0,14.0,2.0
451,2013,GR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882,0.791,0.597,0.271,2.0,1.085,3.0,-0.119,3.0,1.794,4.0,2.046,4.0,1.681,4.0,2.445,3.0,2.0,2.0,10.0,-0.075,0.357,-0.171,0.0,10.0,10.0,27476.853,0.0,0.0,0.0
452,2013,GT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578,0.422,0.344,-1.561,1.0,1.495,4.0,-1.734,1.0,1.026,4.0,0.341,3.0,2.15,4.0,1.605,3.0,4.0,3.0,6.0,-0.639,-0.727,-0.674,0.0,8.0,8.0,10622.023,0.0,0.0,0.0
453,2013,GY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.4,0.378,-0.639,1.0,1.403,4.0,-0.231,3.0,1.714,4.0,-0.24,2.0,0.92,4.0,1.215,2.0,3.0,2.0,7.0,-0.652,-0.103,-0.457,0.0,6.0,6.0,765.623,0.0,0.0,0.0
455,2013,HU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.734,0.575,0.506,0.315,2.0,1.145,4.0,-0.019,3.0,1.838,4.0,1.485,3.0,1.099,4.0,2.068,3.0,2.0,1.0,11.0,0.294,0.688,0.797,0.0,10.0,10.0,21999.882,0.0,0.0,0.0
456,2013,ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677,0.528,0.459,0.7,2.0,-0.132,3.0,-0.607,2.0,1.074,4.0,0.018,3.0,0.835,4.0,1.878,3.0,4.0,2.0,5.0,-0.66,-0.244,-0.519,0.0,8.0,8.0,235791.806,0.0,0.0,0.0
